Food_ID,Name,C_Type,Veg_Non,Describe,Image_URL
275,mexican pizza,Mexican,veg,"Dough tortia, refried beans, bell paper, spring onion, lettuce, mozzarella cheese, orange cheddar cheese, chitpole dressing, for pico de chelo, tomato, onion, lemon juice, salt, green chilli, coriander, black beans (boiled ), Tomato, onion, vine paper, vegetable oil",https://www.chilipeppermadness.com/wp-content/uploads/2025/03/Mexican-Pizza-Recipe-SQ-2025.jpg
276,apple and pear cake,Healthy Food,veg,"Core, Chopped and Sliced ??Apple, Core, Chopped and Sliced ??Pears, Castor Sugar, Vanilla Essence, Sunflower Oil, Eggs, Flour, Milk, Baking Powder, Milk, Cinnamon Stick, Egg yolks, Castor Sugar",https://www.reluctantgourmet.com/wp-content/uploads/2008/02/apple-pear-cake-d3-480x270.jpeg
277,microwave chocolate cake,Dessert,veg,"Flour, castor or powdered sugar, oil, butter or margarine, cocoa powder, water, vanilla essence, baking soda, baking powder, salt, egg",https://tastesbetterfromscratch.com/wp-content/uploads/2022/12/Chocolate-Mug-Cake-1.jpg
278,white chocolate and lemon pastry,Dessert,veg,"White chocolate, fresh cream, VIP cream, vanilla bean, vanilla extract, cream cheese, gelatin, lemon, egg yolks, butter, castor sugar",https://twosugarbugs.com/wp-content/uploads/2022/06/lemon-white-chocolate-cake-FI-735x735.jpg
279,mixed beans salad,Healthy Food,veg,"mixed boiled beans (choose from rajma, chawli, chick peas, hara chana), spring onions, tomatoes (diced), oil, lemon juice, basil, garlic, salt and pepper, for garnish:, coriander",https://www.oliveandmango.com/images/uploads/2022_07_02_mixed_bean_salad_2.jpg
280,baked raw banana samosa,Snack,veg,"onion, ginger, curry powder, fresh coriander, green chilli, raw banana paste, refined oil, mustard seeds, phyllo sheets, salt",https://c.ndtvimg.com/raw-banana-samosa_625x300_1530164135226.jpg
281,coconut mango oatmeal with cinnamon hint,Healthy Food,veg,"coconut (tender), coconut milk, oats, ripe mango (diced), castor sugar, dry fruits, honey, cardamom powder",https://i.ndtvimg.com/i/2018-04/oatmeal_620x330_51522661118.jpg
282,fruit cube salad,Healthy Food,veg,"watermelon, cantaloupe, kiwifruiit, pineapple, marshmallow, mint leaf (crushed nuts, sesame seeds or cinnamon)",https://i.ytimg.com/vi/zTTd1K3A7Fo/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLAXT8HSQUhnq7GiHFp_O-uEYaqLvQ
283,veg hakka noodles,Chinese,veg,"noodles, salt, oil, garlic paste, ginger paste, beans, cabbage, carrot, spring onion, capsicum, soy sauce, green chilli sauce, tomato sauce",https://thechutneylife.com/wp-content/uploads/2017/09/TYFNgSGl-scaled.jpeg
284,284,Healthy Food,veg,"quinoa, milk, olive oil, egg (slightly beaten), baking powder, orange essence, castor sugar, maple syrup, strawberries (to garnish)",https://i.ndtvimg.com/i/2018-02/pancakes_620x350_81518173553.jpg
285,spinach & banana pancakes,Healthy Food,veg,"Rolled Oats, Milk, Spinach, Banana, Egg, Cinnamon Powder, Vanilla Extract, Baking Powder",https://www.yummytoddlerfood.com/wp-content/uploads/2022/02/banana-spinach-pancakes-on-white-plate-with-fruit.jpg
286,french onion grilled cheese,French,veg,"Brown slice bread, onion, oil, emmental cheese",https://static01.nyt.com/images/2019/03/18/dining/as-french-onion-grilled-cheese-2-copy/as-french-onion-grilled-cheese-2-square640.jpg
287,pasta in cheese sauce,Italian,veg,"Milk, Flour, Butter, Pepper Powder, Nutmeg, Cheese, Pasta (of your choice)",https://littlesunnykitchen.com/wp-content/uploads/2021/11/Cream-Cheese-Pasta-Sauce-1.jpg
288,deviled scotch egg,French,non-veg,"Lamb Keema, Rosemary, Thyme, Eggs (hard boiled peel), Flour, Eggs (Lightly Whipped), Panco, Peanut Oil, Salt, Pepper, Mayonnaise, Apple Cedar Vinegar, English Mustard, Salt, Pepper, Paprika and Olive Powder",https://i.ytimg.com/vi/MympoWyvb98/maxresdefault.jpg
289,amritsari fish,Indian,non-veg,"fish with curry, ginger and garlic",https://i0.wp.com/www.happyandharried.com/wp-content/uploads/2016/02/Spicy-And-Tangy-Amritsari-Fish.jpg
290,butter chicken,Indian,non-veg,mughalai delecacy,https://www.samaheats.com/wp-content/uploads/2024/03/Untitled-design-15.png
291,chicken razala,Indian,non-veg,chicken cooked in a rich gravy with mint,https://myfoodstory.com/wp-content/uploads/2024/04/Chicken-Rezala-6.jpg
292,chicken tikka,Indian,non-veg,served on a skewer,"https://images.immediate.co.uk/production/volatile/sites/30/2022/08/Chicken-Tikka-99647a6.jpg?quality=90&resize=556,505"
293,chicken tikka masala,Indian,non-veg,chicken roasted in a yogurt tomato sauce. creamy texture.,https://www.seriouseats.com/thmb/DbQHUK2yNCALBnZE-H1M2AKLkok=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/chicken-tikka-masala-for-the-grill-recipe-hero-2_1-cb493f49e30140efbffec162d5f2d1d7.JPG
294,mushroom matar,Indian,veg,mushroom and peas in a masala/chili sauce,https://shwetainthekitchen.com/wp-content/uploads/2023/03/mutter-mushroom.jpg
295,tandoori chicken,Indian,non-veg,as a dish originated in the punjab before the independence of india and pakistan.,https://static01.nyt.com/images/2024/05/16/multimedia/fs-tandoori-chicken-hmjq/fs-tandoori-chicken-hmjq-videoSixteenByNineJumbo1600.jpg
296,tandoori fish tikka,Indian,non-veg,chickenn lime and ginger and cooked over an open fire.,https://maunikagowardhan.co.uk/wp-content/uploads/2014/07/Tandoori-Fish-Tikka-scaled.jpg
297,chettinadu chicken,Indian,non-veg,chicken and spices,https://www.whiskaffair.com/wp-content/uploads/2020/09/Chicken-Chettinad-Curry-2-3.jpg
298,chicken 65,Chinese,non-veg,"ed chicken preparation. chicken, onion, ginger",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/03/chicken-65-restaurant-style.jpg
299,kolim / jawla,Indian,veg,dried fish named kolim or jawla found in coastal maharashtra with onion and spices. usually eaten with bhakri or chapati,https://i.ytimg.com/vi/-jcgJVEjaCo/maxresdefault.jpg
300,black rice,Healthy Food,veg,riety of rice,https://instafreshmeals.com/wp-content/uploads/2024/05/SQUARE-Black-Rice--scaled.jpg
301,brown rice,Healthy Food,veg,riety of rice.,https://m.media-amazon.com/images/I/61eSSpEkpML._AC_.jpg
302,koldil chicken,Chinese,non-veg,made with banana flower; an assamese specialty,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThfGl8bBvGw04TUfprGLHz_0IXvgoayjAsPw&s
303,red rice,Healthy Food,veg,riety of rice.,https://static.toiimg.com/thumb/65021059.cms?width=1200&height=900
304,rice,Indian,veg,boiled rice,https://static01.nyt.com/images/2018/02/21/dining/00RICEGUIDE8/00RICEGUIDE8-jumbo.jpg
305,sunga pork,Japanese,veg,curry,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/65/6a/d8/chop-and-serve.jpg?w=900&h=500&s=1
306,banana chips,Snack,veg,"dried slices of bananas (fruits of herbaceous plants of the genus musa of the soft, sweet ""dessert banana"" variety), they can be covered with sugar or honey and have a sweet taste, or they can be fried in oil and spices and have a salty and/or spicy taste.[2]",https://www.agarwalbhavansweets.com/cdn/shop/files/Banana_Chips.png?v=1711620702
307,bhurji- egg,Indian,non-veg,"made using indian spices, onion, tomatoes, green chilli, and had with bread, or parathas.",https://pipingpotcurry.com/wp-content/uploads/2023/04/Egg-Bhurji-Recipe-Piping-Pot-Curry.jpg
308,flattened rice / poha,Indian,veg,"dehusked rice which is flattened into flat light dry flakes, these flakes of rice swell when added to liquid, whether hot or cold, as they absorb water, milk, or any other liquids. the thicknesses of these flakes vary between almost translucently thin (the more expensive varieties) to nearly four times thicker than a normal rice grain.",https://delishably.com/.image/t_share/MTc0NDI5MDY2MTc3NjE5NTkw/flattened-rice-recipe-poha.jpg
309,puffed rice,Snack,veg,"grain made from rice; usually made by heating rice kernels under high pressure in the presence of steam, though the method of manufacture varies widely. pori (puffed rice) has been mentioned in various tamil literatures as an offering to hindu deities. offerings of pori and jaggery made to vinayagar (lord ganesh) are mentioned in the tiruppugazh, a 15th-century anthology of tamil religious songs, written by tamil poet arunagirinathar. pori is offered to hindu gods and goddesses in all poojas in the south indian states of kerala and tamil nadu.",https://www.indianhealthyrecipes.com/wp-content/uploads/2022/09/churumuri-puffed-rice-snack-recipe.jpg
